year	cid	CODE	COUNTRY	Y	K	KBC30	LWDI	secondary	EGC	mlines	troads	cells	proads	rails
1968	48	KOR	Korea, Rep.	66060144223.65380	73074790117.20020	71947370213.21860	10701200.00000	0.51990	1507.00000	385000.00000	35021.00000	0.00000	2206.00000	3161.00000
1969	48	KOR	Korea, Rep.	75370010905.52640	84648934545.47110	83589159835.72840	11249600.00000	0.55650	1886.00000	442000.00000	37167.00000	0.00000	2973.00000	3192.00000
1970	48	KOR	Korea, Rep.	81462722916.48540	95235811375.28790	94239623148.12980	11492300.00000	0.59370	2764.00000	480207.00000	40242.00000	0.00000	3622.00000	3192.00000
1971	48	KOR	Korea, Rep.	88569884900.32350	107074056297.00100	106137639363.47300	11734500.00000	0.62720	2908.00000	563000.00000	40634.00000	0.00000	5770.00000	3199.00000
1972	48	KOR	Korea, Rep.	92972415183.99640	117303655108.87600	116423423191.35900	12308300.00000	0.66170	4212.00000	654000.00000	42867.00000	0.00000	6773.00000	3121.00000
1973	48	KOR	Korea, Rep.	103950772547.06900	132036676805.83700	131209258803.37100	12555900.00000	0.69760	4651.00000	763000.00000	43581.00000	0.00000	7801.00000	3133.00000
1974	48	KOR	Korea, Rep.	114111208181.12900	152414753531.96300	151636980609.64500	13150200.00000	0.73770	4934.00000	876000.00000	44177.00000	0.00000	8659.00000	3143.00000
1975	48	KOR	Korea, Rep.	119373108678.98300	170413555598.07100	169682449051.09200	13406800.00000	0.77930	5135.00000	1058075.00000	44905.00000	0.00000	10014.00000	3144.00000
1976	48	KOR	Korea, Rep.	132351347512.43800	192607733644.98000	191920493490.82000	13981100.00000	0.82790	5340.00000	1270837.00000	45514.00000	0.00000	10923.00000	3144.00000
1977	48	KOR	Korea, Rep.	146914038179.54500	222500494555.73100	221854488810.82000	14200700.00000	0.87950	6902.00000	1537140.00000	45663.00000	0.00000	12101.00000	3142.00000
1978	48	KOR	Korea, Rep.	164484026318.42800	263145415868.74800	262538170468.53200	14787600.00000	0.93330	7662.00000	1879263.00000	45955.00000	0.00000	13557.00000	3153.00000
1979	48	KOR	Korea, Rep.	179254026254.21200	310495540334.49900	309924729658.29600	15013600.00000	0.98970	8883.00000	2292687.00000	46334.00000	0.00000	14271.00000	3158.00000
1980	48	KOR	Korea, Rep.	171426236664.83400	343126534427.43700	342589972391.80600	15630800.00000	1.04720	10272.00000	2704503.00000	46951.00000	0.00000	15588.00000	3135.00000
1981	48	KOR	Korea, Rep.	180082163496.89400	374300193192.33100	373795824878.83800	15876400.00000	1.11040	10736.00000	3263324.00000	50336.00000	0.00000	17165.00000	3121.00000
1982	48	KOR	Korea, Rep.	193790771806.24500	408082512593.29600	407608406378.61200	16516900.00000	1.17690	11538.00000	4079590.00000	53936.00000	0.00000	19255.00000	3121.00000
1983	48	KOR	Korea, Rep.	214686056968.86800	448230862348.21900	447785202506.41700	16762200.00000	1.24640	14397.00000	4809899.00000	54599.00000	0.00000	21294.00000	3121.00000
1984	48	KOR	Korea, Rep.	235255444634.99800	495623564973.23800	495204644721.94400	17374600.00000	1.31880	15544.00000	5594974.00000	51003.00000	0.00000	23614.00000	3116.00000
1985	48	KOR	Korea, Rep.	250390509043.11100	543395489506.92000	543001704470.70300	17546600.00000	1.39250	17670.00000	6517395.00000	52264.00000	0.00000	26027.00000	3121.00000
1986	48	KOR	Korea, Rep.	275744494291.00300	596301083854.36300	595930925920.31900	18121000.00000	1.47340	19607.00000	7520701.00000	53653.00000	7090.00000	29080.00000	3113.00000
1987	48	KOR	Korea, Rep.	307311931077.76200	661547741761.28600	661199793303.28500	18293000.00000	1.55710	20982.00000	8625495.00000	54689.00000	10300.00000	31282.00000	3130.00000
1988	48	KOR	Korea, Rep.	341095246766.54400	739635912292.42100	739308840741.90000	18888800.00000	1.64230	22173.00000	10306024.00000	55778.00000	20400.00000	34248.00000	3149.00000
1989	48	KOR	Korea, Rep.	368015787951.02000	832520355620.12600	832212908362.63600	19071000.00000	1.72700	23522.00000	11791667.00000	56481.00000	39700.00000	37493.00000	3120.00000
1990	48	KOR	Korea, Rep.	411237696980.11200	947024560459.87500	946735560037.83400	19719700.00000	1.80880	23075.00000	13276447.00000	56715.00000	80000.00000	40545.00000	3091.00000
1991	48	KOR	Korea, Rep.	450870756468.23800	1081261366242.39000	1080989705845.68000	19903300.00000	1.89800	23525.00000	14514476.00000	58088.00000	166000.00000	44378.00000	3091.00000
1992	48	KOR	Korea, Rep.	472968382275.39300	1208086925194.56000	1207831564421.65000	20521600.00000	1.98510	26935.00000	15466597.00000	58905.00000	272000.00000	47573.00000	3092.00000
1993	48	KOR	Korea, Rep.	503442345870.69500	1335774545461.51000	1335534506334.97000	21146900.00000	2.08946	30519.00000	16479310.00000	61296.00000	472000.00000	51889.00000	3098.00000
1994	48	KOR	Korea, Rep.	550478647692.16200	1488084014807.32000	1487858378028.37000	21337400.00000	2.19701	31665.00000	17488706.00000	78833.00000	960000.00000	57421.00000	3101.00000
1995	48	KOR	Korea, Rep.	598471201543.67200	1654760472331.75000	1654548373759.54000	22047600.00000	2.30810	35355.00000	18556896.00000	74237.00000	1640000.00000	56387.00000	3101.00000
1996	48	KOR	Korea, Rep.	642619488454.94600	1838339738127.91000	1838140365470.03000	22317100.00000	2.42309	39239.00000	19600950.00000	82342.00000	3180000.00000	59862.63281	3101.00000
1997	48	KOR	Korea, Rep.	667332514391.33100	1995969422779.38000	1995782012480.98000	22995500.00000	2.54224	41467.00000	20421910.00000	84968.00000	6880000.00000	62876.32031	3081.00000
1998	48	KOR	Korea, Rep.	611960258940.65000	2062185241001.92000	2062009075321.42000	23357282.00000	2.56755	43732.59375	20088544.00000	86990.00000	14018612.00000	64807.55078	3081.00000
1999	48	KOR	Korea, Rep.	677210219357.30200	2169316481232.10000	2169150885492.43000	23720346.00000	2.59311	46383.00000	20518092.00000	86990.00000	23442724.00000	64807.55078	3098.00000
2000	48	KOR	Korea, Rep.	734539945921.89900	2294708629200.53000	2294552969205.24000	24117486.00000	2.61892	49991.00000	21931652.00000	86990.00000	26816398.00000	64807.55078	3123.00000
1960	49	LSO	Lesotho	494481447.75579	313392432.04725	36182773.97741	391500.00000	0.06000	2.60000	490.42368	1728.00000	0.00000	0.00000	16.00000
1961	49	LSO	Lesotho	506589007.33898	306236903.87473	45659825.28908	399884.00000	0.06000	2.60000	547.01105	1728.00000	0.00000	0.00000	16.00000
1962	49	LSO	Lesotho	567550340.35579	311501313.89955	66558860.02904	408213.00000	0.06000	2.60000	565.87347	1728.00000	0.00000	0.00000	16.00000
1963	49	LSO	Lesotho	613669197.12594	325357167.01397	95111260.37569	416529.00000	0.06000	2.60000	603.59839	1939.00000	0.00000	5.00000	16.00000
1964	49	LSO	Lesotho	655413216.64635	345576032.84339	129144880.60341	424895.00000	0.06000	2.60000	679.04816	1939.00000	0.00000	5.00000	16.00000
1965	49	LSO	Lesotho	670847027.97821	372803896.89498	169358613.78940	433350.00000	0.06000	2.80000	723.18628	1960.00000	0.00000	10.00000	16.00000
1966	49	LSO	Lesotho	662163713.26039	392231491.47164	200992925.35239	432128.00000	0.06231	2.90000	735.63550	1984.00000	0.00000	12.00000	16.00000
1967	49	LSO	Lesotho	746212406.47626	423511803.15652	243747551.00443	440730.00000	0.06471	3.20000	761.66571	2018.00000	0.00000	25.00000	16.00000
1968	49	LSO	Lesotho	737646559.04771	450517174.83775	281538777.81479	449566.00000	0.06721	3.28306	977.07489	2050.00000	0.00000	39.00000	16.00000
1969	49	LSO	Lesotho	746278598.85123	475902224.21811	317062531.01652	458696.00000	0.06980	3.37878	1163.81311	2125.00000	0.00000	51.00000	16.00000
1970	49	LSO	Lesotho	752336543.84232	501819703.18153	352510391.57203	468160.00000	0.07000	3.48944	1300.00000	2205.00000	0.00000	67.00000	16.00000
1971	49	LSO	Lesotho	772763854.27032	551024126.49281	410673373.57989	477827.00000	0.08553	3.61778	1450.00000	2275.00000	0.00000	90.00000	16.00000
1972	49	LSO	Lesotho	796610578.36802	597854376.83315	465924669.09500	476926.00000	0.10450	3.76717	1500.00000	2390.00000	0.00000	155.00000	16.00000
1973	49	LSO	Lesotho	990314169.79183	679097081.12936	555083155.85550	487452.00000	0.12768	3.90688	1600.00000	2460.00000	0.00000	186.00000	16.00000
1974	49	LSO	Lesotho	1057997720.97115	750018061.08325	633444971.32582	498607.00000	0.15600	4.05243	1800.00000	2551.00000	0.00000	210.00000	16.00000
1975	49	LSO	Lesotho	936327587.89761	852998191.21998	743419486.84800	510410.00000	0.17000	4.17206	1917.00000	2690.00000	0.00000	219.00000	16.00000
1976	49	LSO	Lesotho	1010137550.42220	1022428329.40144	919424347.29177	522897.00000	0.17000	4.29703	1950.00000	2736.00000	0.00000	219.00000	16.00000
1977	49	LSO	Lesotho	1177589211.65993	1287004443.43772	1190180700.25463	523648.00000	0.17000	4.42616	2019.00000	3914.00000	0.00000	243.00000	16.00000
1978	49	LSO	Lesotho	1530424236.65836	1498483722.35794	1407469403.76584	537159.00000	0.17000	4.55773	2590.00000	4000.00000	0.00000	252.00000	16.00000
1979	49	LSO	Lesotho	1321436015.23682	1760617418.50849	1675063959.03192	551090.00000	0.17000	4.68931	3085.00000	4000.00000	0.00000	252.00000	16.00000
1980	49	LSO	Lesotho	1638050277.59866	1946445671.80474	1866025419.89676	565320.00000	0.17000	4.81766	3446.00000	4010.00000	0.00000	277.00000	16.00000
1981	49	LSO	Lesotho	1647093249.01743	2123033912.41871	2047438875.62522	579860.00000	0.17898	4.94385	4470.00000	4010.00000	0.00000	285.00000	16.00000
1982	49	LSO	Lesotho	1675571630.13998	2329846322.80377	2258786988.21788	594712.00000	0.18844	5.06672	4870.00000	4010.00000	0.00000	365.00000	16.00000
1983	49	LSO	Lesotho	1704384279.77195	2392243182.66203	2325447408.15130	595328.00000	0.19839	5.18977	5200.00000	4085.00000	0.00000	458.00000	16.00000
1984	49	LSO	Lesotho	1701114952.20734	2496967322.22996	2434179294.18987	610367.00000	0.20887	5.31222	5407.00000	4085.00000	0.00000	458.00000	16.00000
1985	49	LSO	Lesotho	1812970365.26675	2662008192.64466	2602987446.28697	625660.00000	0.21000	5.43339	7358.00000	4250.00000	0.00000	489.00000	16.00000
1986	49	LSO	Lesotho	2000619349.75416	2771314229.75996	2715834728.18373	641199.00000	0.22121	5.55275	8931.00000	4330.00000	0.00000	490.00000	16.00000
1987	49	LSO	Lesotho	2070281614.74519	2876210297.39047	2824059565.90882	656992.00000	0.23302	5.67006	10896.45605	4400.00000	0.00000	505.00000	16.00000
1988	49	LSO	Lesotho	2171047568.01919	3050722482.53489	3001700794.94214	673048.00000	0.24547	5.78553	11819.37695	4525.00000	0.00000	572.00000	16.00000
1989	49	LSO	Lesotho	2174137595.22487	3373745007.91803	3327664621.58085	672568.00000	0.25857	5.89922	12442.50781	4650.00000	0.00000	691.00000	16.00000
1990	49	LSO	Lesotho	2230774203.02126	3766911044.06371	3723595480.90676	688800.00000	0.26000	6.01140	12473.84277	5090.00000	0.00000	720.00000	16.00000
1991	49	LSO	Lesotho	2164504837.42269	4297366978.17642	4256650348.80888	705080.00000	0.27338	6.12184	12172.58984	5170.00000	0.00000	764.00000	16.00000
1992	49	LSO	Lesotho	2149076997.85051	4924384886.83903	4886111255.23355	721396.00000	0.28326	6.23039	13000.00000	5242.00000	0.00000	839.00000	16.00000
1993	49	LSO	Lesotho	2398064720.23535	5369046268.20412	5333069054.49497	737732.00000	0.29354	6.33698	16000.00000	5324.00000	0.00000	868.00000	16.00000
1994	49	LSO	Lesotho	2554118188.32175	5813343503.36443	5779524922.47782	772924.00000	0.30425	6.44163	16000.00000	5324.00000	0.00000	868.00000	16.00000
1995	49	LSO	Lesotho	2693841864.58277	6306228892.37562	6274439426.34221	789660.00000	0.32007	6.54436	17000.00000	4955.00000	0.00000	886.00000	16.00000
1996	49	LSO	Lesotho	2869154524.09189	6823405773.02722	6793523674.95581	807015.00000	0.33672	6.64518	15000.00000	4955.00000	1260.00000	886.00000	16.00000
1997	49	LSO	Lesotho	3094238216.62310	7322298628.75307	7294209456.56595	825014.00000	0.34902	6.74408	16000.00000	5362.00000	3500.00000	886.00000	16.00000
1998	49	LSO	Lesotho	3373557573.48012	7673660357.88513	7647256536.02924	841641.93750	0.36928	6.84104	18000.00000	5748.00000	9831.00000	994.40393	2.60000
1999	49	LSO	Lesotho	3355096036.49458	7992838516.35434	7968018923.80980	856766.00000	0.39072	6.93602	19000.00000	5940.00000	12000.00000	1087.01990	2.60000
2000	49	LSO	Lesotho	3386899236.61757	8289833672.92789	8266503255.93602	870720.43750	0.41341	7.02904	20000.00000	5940.00000	21600.00000	1087.01990	2.60000
1960	50	LBR	Liberia	1753842157.55910	#?VALOR!	32594825104.57610	477940.00000	0.01310	22.00000	4830.59570	1914.70996	0.00000	137.00000	493.00000
1961	50	LBR	Liberia	1795409125.88343	#?VALOR!	31109118574.95290	480470.00000	0.01450	24.00000	4998.58008	1914.70996	0.00000	137.00000	493.00000
1962	50	LBR	Liberia	1818107659.20390	#?VALOR!	29666146067.82890	493916.00000	0.01580	33.00000	5067.94678	1931.00000	0.00000	137.00000	493.00000
1963	50	LBR	Liberia	1858112383.74779	#?VALOR!	28267926126.42860	507915.00000	0.01710	63.00000	5111.40527	3552.00000	0.00000	190.00000	493.00000
1964	50	LBR	Liberia	1951868860.69691	#?VALOR!	26915903675.04190	522518.00000	0.01890	118.00000	5189.96533	3552.00000	0.00000	190.00000	493.00000
1965	50	LBR	Liberia	2043399304.09572	#?VALOR!	25611029118.80260	537750.00000	0.02170	116.00000	5272.70410	3668.52002	0.00000	195.00000	493.00000
1966	50	LBR	Liberia	2196811156.30965	#?VALOR!	24353828285.30280	541306.00000	0.02520	160.00000	5369.64990	3668.52002	0.00000	195.00000	493.00000
1967	50	LBR	Liberia	2341755640.36686	#?VALOR!	23144464193.21070	557414.00000	0.02830	156.00000	5524.26270	5631.50000	0.00000	210.96347	493.00000
1968	50	LBR	Liberia	2451449105.56204	#?VALOR!	21982791530.93290	574134.00000	0.03260	152.00000	5637.92383	5624.50000	0.00000	228.23376	493.00000
1969	50	LBR	Liberia	2626616539.29135	#?VALOR!	20868404636.60130	591466.00000	0.03760	259.00000	5739.04834	5965.60791	0.00000	246.91789	493.00000
1970	50	LBR	Liberia	2799007432.29638	#?VALOR!	19800679688.24820	609400.00000	0.04180	224.00000	5780.00000	6327.40234	0.00000	267.13156	493.00000
1971	50	LBR	Liberia	2963851840.63679	#?VALOR!	18800706526.78860	613567.00000	0.04650	225.00000	5981.00000	6711.13916	0.00000	289.00000	493.00000
1972	50	LBR	Liberia	3020222040.64772	#?VALOR!	17884443889.25550	632156.00000	0.05130	300.00000	6064.00000	6593.68213	0.00000	293.00000	493.00000
1973	50	LBR	Liberia	3274294009.93533	#?VALOR!	16986073405.43410	651360.00000	0.05680	298.00000	6116.00000	6593.68213	0.00000	296.00000	493.00000
1974	50	LBR	Liberia	3203626488.89630	#?VALOR!	16203069453.66290	671247.00000	0.06460	298.00000	6210.00000	7301.64209	0.00000	300.00000	493.00000
1975	50	LBR	Liberia	2664438870.24156	#?VALOR!	15594377283.21030	691870.00000	0.07390	300.00000	6309.00000	7647.57715	0.00000	302.00000	493.00000
1976	50	LBR	Liberia	2881511673.68459	#?VALOR!	15001071497.90370	712441.00000	0.08410	300.00000	6425.00000	8381.00000	0.00000	302.00000	493.00000
1977	50	LBR	Liberia	2911663090.55851	#?VALOR!	14476769662.58900	734135.00000	0.09490	300.00000	6610.00000	8951.00000	0.00000	320.00000	493.00000
1978	50	LBR	Liberia	3170887637.45551	#?VALOR!	13931400180.36690	739469.00000	0.10750	305.00000	6746.00000	9844.00000	0.00000	346.00000	493.00000
1979	50	LBR	Liberia	3322393249.95213	#?VALOR!	13472070565.50290	763106.00000	0.11700	305.00000	6867.00000	9973.00000	0.00000	378.00000	493.00000
1980	50	LBR	Liberia	3252022104.84687	#?VALOR!	12964239067.47080	787920.00000	0.13010	305.00000	6916.00000	9973.00000	0.00000	389.00000	493.00000
1981	50	LBR	Liberia	3411580781.31664	#?VALOR!	12389239860.73620	814010.00000	0.14650	305.00000	6977.23242	10215.54102	0.00000	459.00000	493.00000
1982	50	LBR	Liberia	3692740117.19299	#?VALOR!	11883018993.49850	841659.00000	0.16360	325.00000	7013.82471	10218.75879	0.00000	461.00000	493.00000
1983	50	LBR	Liberia	3350026028.56467	#?VALOR!	11356473050.23290	869749.00000	0.17980	325.00000	6833.73926	10304.03613	0.00000	461.00000	493.00000
1984	50	LBR	Liberia	3599215264.70083	#?VALOR!	10866833316.15380	896561.00000	0.19320	325.00000	7257.87793	10714.33105	0.00000	461.00000	493.00000
1985	50	LBR	Liberia	3608228793.01729	#?VALOR!	10346313332.71070	899130.00000	0.20570	325.00000	8114.10010	5362.00000	0.00000	461.00000	493.00000
1986	50	LBR	Liberia	3456091312.96570	#?VALOR!	9846420561.41520	921225.00000	0.21910	325.00000	7864.11475	5425.00000	0.00000	490.00000	493.00000
1987	50	LBR	Liberia	3355455537.25290	#?VALOR!	9377172680.53676	941852.00000	0.23440	325.00000	7810.47998	5545.00000	0.00000	505.00000	493.00000
1988	50	LBR	Liberia	3249025936.72209	#?VALOR!	8918967050.55992	961266.00000	0.25170	325.00000	8205.92480	5640.00000	0.00000	512.00000	493.00000
1989	50	LBR	Liberia	2396090555.89257	#?VALOR!	8446881268.94367	979900.00000	0.26980	325.00000	8365.00000	5850.00000	0.00000	533.00000	493.00000
1990	50	LBR	Liberia	1211637836.16710	#?VALOR!	7979572842.12099	998350.00000	0.28760	332.00000	8870.01953	6070.00000	0.00000	549.00000	493.00000
1991	50	LBR	Liberia	1036942300.27522	#?VALOR!	7529616982.21531	1018650.00000	0.30290	332.00000	3080.26807	6095.00000	0.00000	559.00000	493.00000
1992	50	LBR	Liberia	672415834.84343	#?VALOR!	7099850337.92685	1040910.00000	0.31620	332.00000	4152.23926	6240.00000	0.00000	582.00000	493.00000
1993	50	LBR	Liberia	450782610.65969	#?VALOR!	6688546798.59452	1065220.00000	0.33706	332.00000	4428.57959	6350.00000	0.00000	582.00000	493.00000
1994	50	LBR	Liberia	352684961.22718	#?VALOR!	6298724340.02601	1118350.00000	0.35838	332.00000	4437.88330	6480.00000	0.00000	596.00000	493.00000
1995	50	LBR	Liberia	337629613.06449	#?VALOR!	5931805085.86064	1147860.00000	0.38057	332.00000	4455.97803	6600.00000	0.00000	604.00000	493.00000
1996	50	LBR	Liberia	378573805.89295	#?VALOR!	5588227662.55826	1178570.00000	0.40377	332.00000	4495.82031	6740.00000	0.00000	604.00000	490.00000
1997	50	LBR	Liberia	762809132.14640	#?VALOR!	5277810700.91072	1181730.00000	0.42798	332.00000	6384.53809	6870.00000	0.00000	620.00000	490.00000
1998	50	LBR	Liberia	989106043.69483	#?VALOR!	4993398741.97615	1204247.50000	0.42738	330.00000	6500.00000	10600.00000	0.00000	657.19995	490.00000
1999	50	LBR	Liberia	1215995454.88266	#?VALOR!	4733450807.70793	1227247.87500	0.42678	330.00000	6600.00000	10600.00000	0.00000	657.19995	490.00000
2000	50	LBR	Liberia	1487703485.87236	#?VALOR!	4497960679.83869	1251352.87500	0.42618	330.00000	6700.00000	10600.00000	1500.00000	657.19995	490.00000
1960	51	MDG	Madagascar	6948149421.40915	14844422745.96320	4502536588.01261	2737170.00000	0.02130	66.00000	8109.67676	8020.00000	0.00000	1140.00000	860.00000
1961	51	MDG	Madagascar	7111704272.19268	14231945417.60170	4510572429.12819	2808020.00000	0.02440	69.00000	8693.57324	8650.00000	0.00000	1280.00000	864.00000
1962	51	MDG	Madagascar	7367685557.46829	13616698428.44450	4478607819.27942	2882130.00000	0.02790	70.00000	9926.24414	9065.00000	0.00000	1365.00000	864.00000
1963	51	MDG	Madagascar	7328204326.14302	13116882881.99350	4527077709.37829	2958340.00000	0.03170	74.00000	8953.08301	10040.00000	0.00000	1448.00000	864.00000
1964	51	MDG	Madagascar	7524330620.46940	12675655038.42630	4601238176.16805	3034810.00000	0.03590	73.00000	9212.59277	12228.00000	0.00000	1840.00000	864.00000
1965	51	MDG	Madagascar	7487245448.34434	12227102318.99520	4637150468.47236	3110490.00000	0.04070	82.00000	9500.00000	14944.00000	0.00000	2337.00000	864.00000
1966	51	MDG	Madagascar	7679310023.43988	11815862315.49230	4681307576.00090	3186050.00000	0.04620	85.00000	10036.00000	15347.00000	0.00000	2495.00000	864.00000
1967	51	MDG	Madagascar	7955295494.72790	11468295035.05900	4761813579.93702	3198100.00000	0.05240	85.00000	10602.00000	15347.00000	0.00000	2642.00000	864.00000
1968	51	MDG	Madagascar	8532974966.01892	11222178325.36080	4918085757.54620	3273520.00000	0.05860	90.00000	11200.00000	17206.00000	0.00000	2797.00000	864.00000
1969	51	MDG	Madagascar	8823244755.08942	11022027276.53200	5096180262.78626	3350530.00000	0.06530	90.00000	11832.00000	20850.00000	0.00000	2975.00000	864.00000
1970	51	MDG	Madagascar	9343381498.72023	10797486855.96420	5227190663.04324	3430000.00000	0.07170	90.00000	12500.00000	26937.00000	0.00000	3164.00000	864.00000
1971	51	MDG	Madagascar	9647231663.06380	10663894631.00450	5427816209.65879	3518050.00000	0.08270	90.00000	13400.00000	26937.00000	0.00000	3365.00000	864.00000
1972	51	MDG	Madagascar	9792824491.99191	10421543365.90210	5499629649.83713	3611660.00000	0.09130	90.00000	15300.00000	26992.00000	0.00000	3579.00000	864.00000
1973	51	MDG	Madagascar	9535180315.52765	10209452953.84730	5582854060.74621	3709500.00000	0.10210	90.00000	13800.00000	26992.00000	0.00000	3807.00000	864.00000
1974	51	MDG	Madagascar	9605640626.15297	10037035699.05300	5688032739.53800	3809240.00000	0.11300	95.00000	14200.00000	27019.00000	0.00000	4049.00000	864.00000
1975	51	MDG	Madagascar	9642559143.19688	9899060571.40014	5810997789.45601	3831310.00000	0.12360	95.00000	14643.00000	27507.00000	0.00000	4110.00000	883.00000
1976	51	MDG	Madagascar	9109592182.95038	9697627198.05132	5854848183.02384	3929030.00000	0.13590	95.00000	15100.00000	27057.00000	0.00000	4410.00000	884.00000
1977	51	MDG	Madagascar	9381546809.54043	9502352131.82527	5890139857.69943	4029120.00000	0.14890	95.00000	15100.00000	27528.00000	0.00000	4539.00000	884.00000
1978	51	MDG	Madagascar	9405569847.64118	9289928993.83864	5894449456.16035	4132010.00000	0.16300	95.00000	16714.00000	27528.00000	0.00000	4539.00000	884.00000
1979	51	MDG	Madagascar	10182544458.45210	9125346679.53300	5933595914.11542	4238110.00000	0.17210	100.00000	18500.00000	27528.00000	0.00000	4539.00000	884.00000
1980	51	MDG	Madagascar	10188399959.18770	8967126690.52640	5966880971.03387	4347770.00000	0.19280	102.00000	19100.00000	50620.00000	0.00000	4556.00000	883.00000
1981	51	MDG	Madagascar	9425127818.84990	8817478895.11994	5997247918.79696	4461230.00000	0.20970	102.00000	19300.00000	50620.00000	0.00000	4556.00000	883.00000
1982	51	MDG	Madagascar	9329315141.74391	8621117261.99527	5970100144.25167	4485170.00000	0.23250	102.00000	19441.00000	49637.00000	0.00000	4567.00000	883.00000
1983	51	MDG	Madagascar	9544187449.14903	8434175330.88674	5942219240.20776	4604540.00000	0.25840	204.00000	19645.00000	49638.00000	0.00000	4580.00000	883.00000
1984	51	MDG	Madagascar	9714103484.41748	8276287366.40141	5933848641.16316	4729030.00000	0.28510	205.00000	21137.00000	49638.00000	0.00000	4667.00000	1030.00000
1985	51	MDG	Madagascar	9937300010.06467	8134351059.74556	5932458658.02161	4859040.00000	0.31720	220.00000	22226.00000	49638.00000	0.00000	4669.00000	1030.00000
1986	51	MDG	Madagascar	10023069272.95490	7998593239.83587	5928814382.21536	4994370.00000	0.34820	220.00000	23457.00000	49831.00000	0.00000	4714.00000	1030.00000
1987	51	MDG	Madagascar	10009647479.53250	7889243025.85767	5943650899.69439	5027810.00000	0.35000	219.00000	25000.00000	49995.00000	0.00000	4760.00000	1030.00000
1988	51	MDG	Madagascar	10277225591.30210	7818337892.18819	5989481293.59470	5170030.00000	0.36160	220.00000	25500.00000	50205.00000	0.00000	4800.00000	1030.00000
1989	51	MDG	Madagascar	10680557284.01750	7763301972.26305	6044176769.58517	5316610.00000	0.38240	220.00000	27750.00000	50480.00000	0.00000	4905.00000	1030.00000
1990	51	MDG	Madagascar	10584759809.09810	7797213426.74081	6181235736.22361	5467040.00000	0.41310	220.00000	31543.00000	34739.00000	0.00000	5100.00000	1030.00000
1991	51	MDG	Madagascar	11112534041.25250	7565160009.40042	6046140980.31425	5589880.00000	0.44960	220.00000	36306.00000	34739.00000	0.00000	5352.00000	1030.00000
1992	51	MDG	Madagascar	10740492894.92120	7418853534.33101	5990975646.99001	5734600.00000	0.48180	220.00000	36583.00000	34739.00000	0.00000	5352.00000	1030.00000
1993	51	MDG	Madagascar	10974469634.83810	7283333112.36204	5941127898.26150	5896300.00000	0.51414	220.00000	34806.00000	49837.00000	0.00000	5731.00000	1030.00000
1994	51	MDG	Madagascar	10963755424.69860	7158620588.64379	5896947687.38928	6070070.00000	0.54693	220.00000	33675.00000	49837.00000	300.00000	5731.00000	1030.00000
1995	51	MDG	Madagascar	11237555852.22930	7030223621.74819	5844251094.56895	6251000.00000	0.58072	220.00000	37074.00000	49837.00000	1300.00000	5731.00000	1030.00000
1996	51	MDG	Madagascar	11620162106.52290	6923387771.73305	5808573596.18457	6447250.00000	0.61620	228.00000	39406.00000	49837.00000	2300.00000	5781.00000	883.00000
1997	51	MDG	Madagascar	12094229880.04000	6831424452.54463	5783499127.52905	6649650.00000	0.65466	227.00000	43197.00000	49837.00000	4100.00000	5781.00000	883.00000
1998	51	MDG	Madagascar	12528444828.71660	6752023347.24572	5766973541.73108	6870113.00000	0.66290	227.00000	47193.00000	30623.00000	12784.00000	5781.00000	883.00000
1999	51	MDG	Madagascar	12200819573.21640	6843877891.59822	5917931074.41446	7099371.00000	0.67134	227.00000	50226.00000	49827.00000	35752.00000	5779.93213	883.00000
2000	51	MDG	Madagascar	12759998576.31400	6958923771.54008	6088533763.38734	7336251.50000	0.67999	227.00000	54995.00000	52234.37500	63094.00000	5779.93213	883.00000
1960	52	MWI	Malawi	1588786304.65586	749757754.81848	611970675.53951	1905660.00000	0.00140	10.10000	2500.00000	9645.00000	0.00000	407.00000	509.00000
1961	52	MWI	Malawi	1632758011.80941	821240387.83212	691720533.30990	1949970.00000	0.00160	12.20000	2800.00000	9645.00000	0.00000	407.00000	509.00000
1962	52	MWI	Malawi	1694427237.04301	849458518.15998	727709854.90909	1996390.00000	0.00210	15.00000	3100.00000	9713.00000	0.00000	426.00000	509.00000
1963	52	MWI	Malawi	1679018201.53574	890427438.99098	775983695.53514	2044780.00000	0.00250	18.90000	3360.00000	9713.00000	0.00000	426.00000	509.00000
1964	52	MWI	Malawi	1751876863.61804	903030950.75348	795453831.90499	2056060.00000	0.00330	20.00000	3500.00000	9878.00000	0.00000	426.00000	509.00000
1965	52	MWI	Malawi	1945868027.45274	986180571.80000	885058080.08242	2106750.00000	0.00420	20.00000	3600.00000	10072.00000	0.00000	426.00000	509.00000
1966	52	MWI	Malawi	2144306383.18637	1116614299.08112	1021559156.86660	2149450.00000	0.00560	38.00000	3900.00000	10281.00000	0.00000	426.00000	509.00000
1967	52	MWI	Malawi	2277168607.59088	1204602548.33181	1115250714.65016	2202000.00000	0.00720	46.00000	4300.00000	10358.00000	0.00000	523.00000	509.00000
1968	52	MWI	Malawi	2208288421.44744	1340730925.65526	1256740201.99451	2262420.00000	0.00800	49.00000	4800.00000	10488.00000	0.00000	927.00000	509.00000
1969	52	MWI	Malawi	2331202257.52208	1515920789.80702	1436969509.56591	2283400.00000	0.00930	49.00000	5100.00000	10700.00000	0.00000	1028.00000	509.00000
