year	cid	CODE	COUNTRY	Y	K	KBC30	LWDI	secondary	EGC	mlines	troads	cells	proads	rails
1997	4	AUT	Austria	198017367753.10100	556918374422.96500	559381374800.94800	3793920.00000	3.06861	17859.00000	3969980.25000	129405.00000	1160000.00000	133775.00000	5624.00000
1998	4	AUT	Austria	204965719655.55300	572771330452.12800	575086550807.43300	3799306.00000	3.10865	17453.00000	3996600.00000	133361.00000	2292900.00000	133361.00000	5636.00000
1999	4	AUT	Austria	211245498387.10000	589948214534.01900	592124521668.00600	3809053.75000	3.14921	17843.00000	3862400.00000	132959.00000	4250393.00000	200000.00000	5849.00000
2000	4	AUT	Austria	218596753636.39100	607983381466.39900	610029110172.34700	3820786.75000	3.19029	17852.00000	3995000.00000	132999.00000	6252830.00000	200000.00000	6123.00000
1960	5	BLX	Belgium-Luxemburg	77925017308.34510	277877385202.74400	177862147902.19600	3465220.00000	1.32000	4520.00000	779262.00000	91261.00000	0.00000	84200.00000	4632.00000
1961	5	BLX	Belgium-Luxemburg	82269238398.05680	281001044087.93700	186986721025.42100	3483080.00000	1.34641	4646.00000	827147.00000	91315.00000	0.00000	84424.00000	4620.00000
1962	5	BLX	Belgium-Luxemburg	86586432932.42180	284781373195.41000	196407909516.64500	3502840.00000	1.37336	4778.00000	877973.00000	91410.00000	0.00000	84610.00000	4566.00000
1963	5	BLX	Belgium-Luxemburg	90427418429.60490	288414192932.43800	205343137074.40000	3527540.00000	1.40084	4872.00000	931917.00000	91553.00000	0.00000	84826.00000	4544.00000
1964	5	BLX	Belgium-Luxemburg	97410849035.77380	295940165371.07800	217853372864.52100	3559460.00000	1.42887	5135.00000	989184.00000	91695.00000	0.00000	85001.00000	4485.00000
1965	5	BLX	Belgium-Luxemburg	100289465602.94500	303284296180.53800	229882711224.37500	3590240.00000	1.43000	5395.00000	1049970.00000	91624.00000	0.00000	84960.00000	4485.00000
1966	5	BLX	Belgium-Luxemburg	103475431398.43000	311782180390.09200	242784690531.29800	3613040.00000	1.43249	5822.00000	1128000.00000	91660.00000	0.00000	84976.00000	4441.00000
1967	5	BLX	Belgium-Luxemburg	107056860201.70200	319685738929.03200	254828098461.76600	3631660.00000	1.43499	6647.00000	1179000.00000	91718.00000	0.00000	85105.00000	4364.00000
1968	5	BLX	Belgium-Luxemburg	111645689055.86800	327246924872.92700	266280742833.69700	3644200.00000	1.43749	6730.00000	1236999.00000	91882.00000	0.00000	85360.00000	4336.00000
1969	5	BLX	Belgium-Luxemburg	119296454606.88300	337123945834.97600	279815734718.10000	3652940.00000	1.43999	6785.00000	1289000.00000	91963.00000	0.00000	85701.00000	4282.00000
1970	5	BLX	Belgium-Luxemburg	126705266183.70600	348886615380.08700	295016896930.22400	3566060.00000	1.44000	6769.00000	1355000.00000	92109.00000	0.00000	86025.00000	4263.00000
1971	5	BLX	Belgium-Luxemburg	131060258472.30900	359472660235.84400	308835124892.97300	3675740.00000	1.48462	7565.00000	1441000.00000	92371.00000	0.00000	86450.00000	4165.00000
1972	5	BLX	Belgium-Luxemburg	137766065756.24700	369451025464.27000	321851742241.97000	3689420.00000	1.53062	8024.00000	1546000.00000	92670.00000	0.00000	87019.00000	4144.00000
1973	5	BLX	Belgium-Luxemburg	146907560691.87200	382487176684.69100	337743850455.73000	3700440.00000	1.57804	8144.00000	1652000.00000	92831.00000	0.00000	87400.00000	4081.00000
1974	5	BLX	Belgium-Luxemburg	153500827353.73800	397940266694.71200	355881540039.48800	3809520.00000	1.62694	8754.00000	1766000.00000	92850.00000	0.00000	87645.00000	4048.00000
1975	5	BLX	Belgium-Luxemburg	150152738241.80300	407397936340.80600	367862733284.89600	3820050.00000	1.63000	9809.00000	1849960.00000	93596.00000	0.00000	88165.00000	4004.00000
1976	5	BLX	Belgium-Luxemburg	158667404767.29900	418948458291.29300	381785367418.73700	3826290.00000	1.68159	10109.00000	1941000.00000	125000.00000	0.00000	117500.00000	3998.00000
1977	5	BLX	Belgium-Luxemburg	159889749571.57800	429781641304.98100	394848335884.77800	3830580.00000	1.73482	10129.00000	2049999.00000	125000.00000	0.00000	117500.00000	3998.00000
1978	5	BLX	Belgium-Luxemburg	164735595453.77200	441126507696.29100	408289200601.30000	3932000.00000	1.78973	10225.00000	2178001.00000	125000.00000	0.00000	117500.00000	4003.00000
1979	5	BLX	Belgium-Luxemburg	168476409391.58300	451697195117.24900	420830126447.95800	3934800.00000	1.84637	10400.00000	2317000.00000	125000.00000	0.00000	117500.00000	4046.00000
1980	5	BLX	Belgium-Luxemburg	176315777656.48100	467298282258.93100	438283237709.79800	3938800.00000	1.85000	11005.00000	2441994.00000	126758.00000	0.00000	119153.00000	3978.00000
1981	5	BLX	Belgium-Luxemburg	173651753990.46300	474450903785.37500	447176761909.19000	3940800.00000	1.89973	11127.00000	2587108.00000	126758.00000	0.00000	120420.00000	3954.00000
1982	5	BLX	Belgium-Luxemburg	174141573235.82800	478696981584.97600	453059288221.36200	3942400.00000	1.95079	12046.00000	2722106.00000	126990.00000	0.00000	120640.00000	3928.00000
1983	5	BLX	Belgium-Luxemburg	174015911560.18200	479161672478.69400	455062240716.89700	3942400.00000	2.00323	12566.00000	2818085.00000	127766.00000	0.00000	121378.00000	3860.00000
1984	5	BLX	Belgium-Luxemburg	179384725590.96800	483184388659.26200	460530922803.17300	3941200.00000	2.05708	12309.00000	2924965.00000	127688.00000	0.00000	121304.00000	3776.00000
1985	5	BLX	Belgium-Luxemburg	182089562030.47400	485863521870.36900	464569263965.64500	3943200.00000	2.06000	14152.00000	3032417.00000	127893.00000	0.00000	122777.00000	3667.00000
1986	5	BLX	Belgium-Luxemburg	186374102655.63600	490531743935.14500	470515141504.70500	3944800.00000	2.10999	14168.00000	3227160.00000	128109.00000	3800.00000	122985.00000	3618.00000
1987	5	BLX	Belgium-Luxemburg	191290596603.88300	498189167805.43900	479373561520.82500	3948000.00000	2.16120	14057.00000	3367192.00000	128319.00000	7220.00000	123186.00000	3568.00000
1988	5	BLX	Belgium-Luxemburg	202092989029.16300	512289252980.53900	494602583073.00200	3960800.00000	2.21365	14029.00000	3525141.00000	137807.00000	19200.00000	129539.00000	3554.00000
1989	5	BLX	Belgium-Luxemburg	210505967304.80600	530236814471.68800	513611344758.60300	3975200.00000	2.26737	14082.00000	3711641.00000	137876.00000	30800.00000	129603.00000	3513.00000
1990	5	BLX	Belgium-Luxemburg	218028296675.08000	550769193208.14900	535141251677.84900	3986960.00000	2.27000	14140.00000	3912786.00000	140241.00000	42900.00000	131827.00000	3479.00000
1991	5	BLX	Belgium-Luxemburg	222358700917.94500	568757939702.84500	554067674664.36300	4101850.00000	2.33021	14097.00000	4106669.25000	140945.00000	51400.00000	132548.00000	3466.00000
1992	5	BLX	Belgium-Luxemburg	225771900637.13600	586072739720.49000	572263890584.31700	4118450.00000	2.37252	14038.00000	4262220.50000	141014.00000	61500.00000	133273.00000	3432.00000
1993	5	BLX	Belgium-Luxemburg	224046930514.79000	601226520831.78500	588246202643.78300	4134650.00000	2.41358	14053.00000	4397657.00000	142555.00000	67800.00000	134002.00000	3410.00000
1994	5	BLX	Belgium-Luxemburg	231526955569.35400	617242741630.37600	605041242533.65300	4147400.00000	2.45331	14899.00000	4554995.50000	143364.00000	128000.00000	134762.00000	3396.00000
1995	5	BLX	Belgium-Luxemburg	237023170220.03700	634123462470.54300	622654053319.62400	4156090.00000	2.51214	14916.00000	4680608.50000	143563.00000	235000.00000	135138.00000	3368.00000
1996	5	BLX	Belgium-Luxemburg	239804193140.57900	649410293643.97100	638629049042.10700	4165190.00000	2.57237	14938.00000	4814015.00000	145774.00000	478000.00000	136485.00000	3380.00000
1997	5	BLX	Belgium-Luxemburg	249117035110.04600	667837835429.70600	657703465503.95400	4174210.00000	2.61449	14693.00000	4965445.50000	146761.00000	974000.00000	137286.00000	3380.00000
1998	5	BLX	Belgium-Luxemburg	255036996371.23300	687932411042.87100	678406103312.66400	4190299.75000	2.64817	15395.00000	5056434.00000	146482.00000	1756287.00000	114548.92188	3368.00000
1999	5	BLX	Belgium-Luxemburg	263661294719.46900	708789170910.17800	699834441643.78400	4206831.50000	2.68229	15575.00000	5214780.00000	147121.00000	3186602.00000	115048.61719	3380.00000
2000	5	BLX	Belgium-Luxemburg	275098762336.81800	732246313051.40700	723828867540.99600	4224631.00000	2.71684	15682.00000	5301921.00000	148216.00000	5629000.00000	115904.90625	3437.00000
1960	6	BEN	Benin	1964471754.78232	5392548046.35859	1962771856.44046	1148000.00000	0.07000	4.50000	2176.00000	6160.00000	0.00000	594.00000	579.00000
1961	6	BEN	Benin	1985790019.36774	5244542013.07693	2020552394.55389	1176970.00000	0.07000	6.00000	2200.00000	6160.00000	0.00000	594.00000	579.00000
1962	6	BEN	Benin	1891816306.35149	5102309980.29507	2071759738.88341	1185920.00000	0.07000	6.00000	2225.00000	6160.00000	0.00000	594.00000	579.00000
1963	6	BEN	Benin	2001469717.58299	4984146303.65396	2135429076.72700	1217210.00000	0.07000	5.00000	2250.00000	6160.00000	0.00000	594.00000	579.00000
1964	6	BEN	Benin	2181244013.77084	4854430436.28079	2176636242.96945	1226790.00000	0.07000	5.00000	2275.00000	6160.00000	0.00000	614.00000	579.00000
1965	6	BEN	Benin	2351321108.11040	4723191819.59062	2206065277.87797	1259280.00000	0.07000	7.00000	2300.00000	6100.00000	0.00000	635.00000	579.00000
1966	6	BEN	Benin	2475663918.18970	4606043195.21150	2239944246.00160	1268680.00000	0.07000	7.00000	2500.00000	6200.00000	0.00000	692.00000	579.00000
1967	6	BEN	Benin	2541042717.09931	4554961734.15448	2330828721.89718	1302260.00000	0.07000	8.00000	2800.00000	6430.00000	0.00000	706.00000	579.00000
1968	6	BEN	Benin	2664234768.89852	4527144086.65482	2436459055.13296	1311470.00000	0.07000	9.00000	2900.00000	6430.00000	0.00000	721.00000	579.00000
1969	6	BEN	Benin	2818846534.65810	4513424634.38656	2548180704.75601	1346110.00000	0.07000	9.00000	3200.00000	6430.00000	0.00000	736.00000	579.00000
1970	6	BEN	Benin	2891145756.86063	4483436284.14668	2636106990.29396	1355070.00000	0.07000	10.00000	3500.00000	6922.00000	0.00000	751.00000	579.00000
1971	6	BEN	Benin	2984656191.62008	4464490679.59349	2728001143.37193	1390970.00000	0.07234	10.00000	4000.00000	6922.00000	0.00000	766.00000	579.00000
1972	6	BEN	Benin	3437151831.75968	4525830076.03558	2893529911.98732	1427980.00000	0.07475	10.00000	4100.00000	6922.00000	0.00000	782.00000	579.00000
1973	6	BEN	Benin	3493180435.61550	4548424964.71921	3014062810.51385	1437290.00000	0.07725	14.00000	4662.00000	6937.00000	0.00000	812.00000	579.00000
1974	6	BEN	Benin	3656202101.49785	4577790265.28901	3135489840.33597	1475460.00000	0.07983	14.00000	5300.00000	6937.00000	0.00000	812.00000	579.00000
1975	6	BEN	Benin	3485048891.19045	4639868649.16621	3284106249.71034	1514500.00000	0.08000	15.00000	5313.00000	6500.00000	0.00000	820.00000	579.00000
1976	6	BEN	Benin	3641252864.56082	4607758463.78995	3333341808.30144	1522320.00000	0.08637	15.00000	5592.20410	6500.00000	0.00000	820.00000	579.00000
1977	6	BEN	Benin	3238885067.03747	4581597311.61390	3383645655.45470	1562340.00000	0.09325	15.00000	6058.03613	7300.00000	0.00000	830.00000	579.00000
1978	6	BEN	Benin	3219997202.71905	4549651703.35706	3423577146.56741	1604650.00000	0.10067	15.00000	6877.05859	8500.00000	0.00000	828.00000	579.00000
1979	6	BEN	Benin	3593414256.15819	4560556700.44828	3502046617.06601	1615920.00000	0.10868	15.00000	7406.27783	8500.00000	0.00000	826.00000	579.00000
1980	6	BEN	Benin	3892610937.33951	4684514513.82397	3689515035.44464	1662720.00000	0.11000	15.00000	8313.59961	8500.00000	0.00000	823.00000	579.00000
1981	6	BEN	Benin	3873427122.51177	4766777801.74042	3831478292.06384	1712510.00000	0.12030	15.00000	9276.09766	8500.00000	0.00000	821.00000	579.00000
1982	6	BEN	Benin	4275211626.36655	4900426224.30532	4021244685.20934	1728670.00000	0.13157	15.00000	9562.85156	8500.00000	0.00000	819.00000	579.00000
1983	6	BEN	Benin	4070027507.76622	5041489694.99134	4215059048.24112	1783410.00000	0.14390	15.00000	9865.67383	8500.00000	0.00000	819.00000	579.00000
1984	6	BEN	Benin	4423088903.58493	5182220560.35566	4405375752.41045	1840690.00000	0.15738	15.00000	10574.17285	8500.00000	0.00000	819.00000	579.00000
1985	6	BEN	Benin	4767476345.05060	5348542651.87443	4618308532.40593	1859780.00000	0.16000	15.00000	10916.10059	8550.00000	0.00000	842.00000	579.00000
1986	6	BEN	Benin	4854709464.66612	5514685675.65152	4828265603.35114	1920160.00000	0.17785	15.00000	12105.38281	8700.00000	0.00000	870.00000	579.00000
1987	6	BEN	Benin	4784624215.57338	5675902350.97039	5030667483.00803	1982530.00000	0.19769	15.00000	13360.50391	9230.00000	0.00000	930.00000	579.00000
1988	6	BEN	Benin	4928392762.51429	5822463385.41329	5215942609.52867	2002140.00000	0.21975	25.00000	13792.52051	9360.00000	0.00000	960.00000	579.00000
1989	6	BEN	Benin	4883683992.31088	5953367451.36605	5383237922.03451	2066310.00000	0.24427	25.00000	14234.58008	9480.00000	0.00000	1010.00000	579.00000
1990	6	BEN	Benin	5065040321.89515	5975750603.71054	5439828846.13889	2131650.00000	0.25000	25.00000	15109.73145	9640.00000	0.00000	1060.00000	579.00000
1991	6	BEN	Benin	5360414852.96672	6001984386.14769	5498217934.03035	2197460.00000	0.27239	45.00000	15339.30566	9760.00000	0.00000	1110.00000	579.00000
1992	6	BEN	Benin	5598006750.86485	6044186296.29265	5570645831.30235	2263050.00000	0.29015	45.00000	16123.72168	9840.00000	0.00000	1240.00000	579.00000
1993	6	BEN	Benin	5786967029.99741	6090116060.48070	5644988023.38981	2329540.00000	0.31063	47.00000	20773.19922	9905.00000	0.00000	1280.00000	579.00000
1994	6	BEN	Benin	5965693558.47964	6141470679.00899	5723050324.14355	2396250.00000	0.33425	47.00000	24305.59180	9905.00000	0.00000	1280.00000	579.00000
1995	6	BEN	Benin	6199124917.20133	6296542660.14839	5903227526.57488	2463750.00000	0.36961	47.00000	28205.99805	9905.00000	1050.00000	1296.00000	579.00000
1996	6	BEN	Benin	6614066153.83932	6383168883.29897	6013452657.73987	2532970.00000	0.40870	47.00000	33377.85938	9905.00000	2710.00000	1981.00000	579.00000
1997	6	BEN	Benin	6949958037.30991	6536587727.24755	6189054475.22199	2603950.00000	0.44068	47.00000	36937.91406	9905.00000	4300.00000	1981.00000	579.00000
1998	6	BEN	Benin	7295605788.14680	6665377625.07653	6338696368.17251	2680014.75000	0.43614	49.00000	38354.00000	10871.00000	6286.00000	1357.40002	578.00000
1999	6	BEN	Benin	7613351089.61639	6848193794.39184	6541113412.90207	2757850.75000	0.43165	49.00000	43656.00000	11931.00000	7269.00000	1357.40002	578.00000
2000	6	BEN	Benin	8044967280.09521	7045759741.29255	6757104182.69216	2837485.75000	0.42720	55.00000	51644.00000	13095.00000	55476.00000	1357.40002	578.00000
1960	7	BOL	Bolivia	8349579402.53547	7529612429.93929	9893644026.36198	1340400.00000	0.25800	147.00000	92733.17188	24564.00000	0.00000	571.00000	3234.00000
1961	7	BOL	Bolivia	8662438614.71115	7835523368.80460	10057713069.44190	1370390.00000	0.26970	148.00000	93215.59375	24769.00000	0.00000	571.00000	3359.00000
1962	7	BOL	Bolivia	8826104396.34789	8689380548.05402	10778238866.65310	1366150.00000	0.28290	152.00000	94307.30469	24769.00000	0.00000	593.00000	3490.00000
1963	7	BOL	Bolivia	9519501170.33049	9370547653.90952	11334074473.39270	1397030.00000	0.29610	159.00000	95565.73438	24291.00000	0.00000	615.00000	3412.00000
1964	7	BOL	Bolivia	9941178369.11573	10119711032.72080	11965426243.03500	1428870.00000	0.30890	160.00000	97117.74219	24467.00000	0.00000	653.00000	3336.00000
1965	7	BOL	Bolivia	10669055875.73920	10720148848.15020	12455121145.84550	1461720.00000	0.32230	164.00000	99542.38281	24651.00000	0.00000	694.00000	3318.00000
1966	7	BOL	Bolivia	11357058093.33850	11332376250.42880	12963250210.26240	1457250.00000	0.33910	215.00000	104405.75000	24838.00000	0.00000	740.00000	3318.00000
1967	7	BOL	Bolivia	12197285401.27840	11830843384.72670	13363864906.97030	1491230.00000	0.35710	219.00000	108876.53125	25076.00000	0.00000	785.00000	3318.00000
1968	7	BOL	Bolivia	10670348775.77230	12328613259.03580	13769653489.94470	1526320.00000	0.37630	222.00000	109643.26563	25265.00000	0.00000	836.00000	3318.00000
1969	7	BOL	Bolivia	11039902462.55070	12774979795.07010	14129557612.12460	1562720.00000	0.39630	252.00000	115126.60156	25455.00000	0.00000	890.00000	3284.00000
1970	7	BOL	Bolivia	11066057486.80340	13162593011.10590	14435896159.13710	1600560.00000	0.41610	264.00000	113493.84375	25601.00000	0.00000	950.00000	3284.00000
1971	7	BOL	Bolivia	11531937648.54710	13667077436.72220	14863982395.87150	1639730.00000	0.43950	269.00000	115385.96875	26890.00000	0.00000	1037.00000	3284.00000
1972	7	BOL	Bolivia	12195176961.21210	14573499609.32360	15698590270.92390	1680150.00000	0.44300	271.00000	116936.67188	28246.00000	0.00000	1132.00000	3284.00000
1973	7	BOL	Bolivia	13062335921.93660	15141075018.80480	16198660240.70910	1721780.00000	0.45680	308.00000	119976.73438	37318.00000	0.00000	1152.00000	3284.00000
1974	7	BOL	Bolivia	13660204282.68480	15459722386.65930	16453852495.24930	1764570.00000	0.47750	346.00000	123654.00000	37318.00000	0.00000	1163.00000	3284.00000
1975	7	BOL	Bolivia	14604325148.87500	16541460340.63000	17475942642.70460	1808420.00000	0.50510	376.00000	125715.00000	37550.00000	0.00000	1154.00000	3269.00000
1976	7	BOL	Bolivia	15427615646.49760	17175996895.81140	18054410259.76160	1853340.00000	0.53700	399.00000	126369.00000	37790.00000	0.00000	1157.00000	3269.00000
1977	7	BOL	Bolivia	16259909768.73110	17909812091.44170	18735520653.55480	1899530.00000	0.56800	406.00000	127849.00000	38028.00000	0.00000	1160.00000	3373.00000
1978	7	BOL	Bolivia	16415760348.46550	19125276754.71870	19901442803.10510	1946050.00000	0.59810	428.00000	129555.00000	38268.00000	0.00000	1163.00000	3473.00000
1979	7	BOL	Bolivia	16787740535.25250	19971846692.17510	20701442777.65820	1991440.00000	0.62380	421.00000	131659.00000	38510.00000	0.00000	1272.00000	3473.00000
1980	7	BOL	Bolivia	16704227905.75540	20206396293.45130	20892216613.80550	2034900.00000	0.64700	489.00000	134946.00000	39749.00000	0.00000	1391.00000	3628.00000
